0.0	-0.010271549	-0.60110605	0.0
0.1010101	2.2530875	3.1328902	2.2941234
0.2020202	4.530406	4.906873	4.5326815
0.3030303	6.2730894	5.651627	6.377898
0.4040404	6.718111	5.8221836	6.897017
0.5050505	6.2591496	5.6441236	6.247002
0.6060606	5.2801332	5.2330475	5.335006
0.7070707	4.507125	4.652516	4.5282683
0.8080808	3.8470204	3.9420562	3.8179808
0.90909094	3.1637328	3.13102	3.1375718
1.010101	2.4788935	2.2441335	2.4383059
1.1111112	1.7233105	1.3044772	1.6924181
1.2121212	0.86718917	0.33540094	0.88
1.3131313	-0.00034999847	-0.6403719	-0.008951882
1.4141414	-1.0145943	-1.6000143	-1.0048221
1.5151515	-2.1428666	-2.523706	-2.1375303
1.6161616	-3.4537325	-3.3851366	-3.4343889
1.7171717	-4.851202	-4.1645656	-4.850318
1.8181819	-6.1299763	-4.8518357	-6.1115937
1.919192	-6.791477	-5.4243712	-6.7808414
2.020202	-6.7484922	-5.873859	-6.7287965
2.121212	-6.3725185	-6.180735	-6.380981
2.2222223	-6.047537	-6.350224	-6.0327477
2.3232324	-5.772973	-6.368425	-5.751423
2.4242425	-5.5061655	-6.2432733	-5.4946904
2.5252526	-5.2135706	-5.968699	-5.2141585
2.6262627	-4.868018	-5.5590377	-4.8809485
2.7272727	-4.4970303	-5.018285	-4.484739
2.8282828	-4.029229	-4.3620877	-4.019778
2.929293	-3.4805524	-3.6037893	-3.485267
3.030303	-2.908247	-2.7605743	-2.882006
3.131313	-2.207644	-1.8536843	-2.20848
3.2323232	-1.4740283	-0.9011358	-1.4638066
3.3333333	-0.66247416	0.07239425	-0.6404371
3.4343433	0.26525855	1.0469581	0.27264583
3.5353534	1.2762496	1.9991772	1.3002349
3.6363637	2.451711	2.90622	2.475363
3.7373738	3.8021948	3.7505045	3.8161194
3.838384	5.1088943	4.5080547	5.233952
3.939394	6.418913	5.165501	6.374313
4.040404	6.908594	5.706151	6.8125587
4.141414	6.6313105	6.1171374	6.642172
4.242424	6.257884	6.3913207	6.274582
4.3434343	5.9583483	6.517834	5.95129
4.4444447	5.7095184	6.500378	5.684287
4.5454545	5.449909	6.3318667	5.4258156
4.646465	5.1328545	6.0240088	5.1330414
4.7474747	4.757922	5.575723	4.7836375
4.848485	4.3375664	5.005316	4.3690095
4.949495	3.8725307	4.318409	3.8823588
5.050505	3.2729256	3.5373373	3.3253584
5.151515	2.7012613	2.6743758	2.7021453
5.2525253	2.0234244	1.7538228	2.0090618
5.353535	1.27635	0.7934146	1.2449777
5.4545455	0.43813443	-0.18262327	0.40172946
5.5555553	-0.5284946	-1.1530899	-0.53720313
5.6565657	-1.5813653	-2.0969472	-1.599266
5.757576	-2.8199968	-2.9877424	-2.8177814
5.858586	-4.1807384	-3.8101115	-4.1930394
5.959596	-5.576933	-4.5443234	-5.576193
6.060606	-6.574073	-5.1704645	-6.563191
6.1616163	-6.8437405	-5.680746	-6.810559
6.262626	-6.557972	-6.052419	-6.5477133
6.3636365	-6.184965	-6.2906556	-6.18418
6.4646463	-5.895048	-6.377579	-5.877801
6.5656567	-5.629822	-6.320803	-5.6168895
6.6666665	-5.3557005	-6.1149745	-5.3485723
6.767677	-5.037486	-5.767635	-5.040714
6.8686867	-4.6770935	-5.287945	-4.675224
6.969697	-4.254594	-4.6825128	-4.2444468
7.070707	-3.749142	-3.9718342	-3.7443817
7.171717	-3.1711135	-3.1642747	-3.173126
7.2727275	-2.5247173	-2.286489	-2.5308254
7.3737373	-1.855202	-1.3513182	-1.819823
7.4747477	-1.0499449	-0.3857416	-1.0357022
7.5757575	-0.18159962	0.5914376	-0.16861165
7.676768	0.7906313	1.5568638	0.8016031
7.7777777	1.8736942	2.487686	1.9029791
7.878788	3.160968	3.3635874	3.1668053
7.979798	4.499915	4.165045	4.575515
8.080808	5.8305674	4.8697305	5.919888
8.181818	6.826952	5.468798	6.704177
8.282828	6.7989388	5.9399543	6.774741
8.383839	6.4274197	6.2814116	6.449538
8.484848	6.0877914	6.4758744	6.0958276
8.585858	5.824747	6.527698	5.807065
8.686869	5.5758095	6.428582	5.549373
8.787879	5.2903624	6.1863275	5.2753644
8.888889	4.9369984	5.8022175	4.952266
8.989899	4.539629	5.287999	4.568001
9.090909	4.1066084	4.653744	4.1168246
9.191919	3.5438068	3.914743	3.5986223
9.29293	2.983033	3.0878735	3.009547
9.393939	2.4527595	2.191738	2.3510714
9.494949	1.6857402	1.247309	1.6224513
9.59596	0.8246131	0.27580953	0.8148446
9.69697	-0.054672837	-0.7000741	-0.07792967
9.797979	-1.0726306	-1.6590189	-1.0798237
9.89899	-2.2128508	-2.5776849	-2.222283
10.0	-3.5311863	-3.4336705	-3.5304203
