7660.1294	1225.4094	2351.2275	367.04492
6306.449	1003.1503	2174.039	337.5249
5163.837	814.3087	2014.2385	311.1743
4215.24	658.0024	1871.6558	287.86584
3434.0073	529.96814	1745.9379	267.48184
2795.1384	425.3996	1636.542	249.88773
2279.3867	341.20956	1542.739	234.87877
1871.9031	274.3179	1463.5797	222.26271
1560.421	222.94528	1397.8403	211.78886
1333.7448	185.61449	1343.9641	203.11296
1179.1848	159.49297	1300.0662	195.84418
1082.5774	142.59567	1263.855	189.54791
1026.0132	132.99469	1232.8159	183.68352
994.9176	127.22591	1204.2708	177.74774
976.5626	122.22209	1175.8766	171.46443
959.8048	118.379814	1145.9928	164.6139
937.62354	115.97546	1113.8855	157.18439
906.9538	110.7239	1079.7275	149.19481
867.5619	106.37784	1044.496	140.8125
821.0934	97.35662	1009.47784	132.32042
770.35895	89.375175	976.5377	123.98781
722.1334	81.32705	947.44226	116.12841
680.39	75.49117	923.896	109.20778
648.98236	71.26004	907.1211	103.55562
629.8183	69.917786	897.16724	99.41371
620.88416	70.04543	892.54626	96.60974
617.66785	71.092384	891.1775	94.731445
614.81165	72.674934	891.5515	93.488205
607.47516	73.09268	892.45105	92.76947
592.3518	73.015045	893.02783	92.32624
568.65857	71.82083	892.16254	92.08812
538.07837	68.56839	889.1152	91.87077
504.2758	64.11864	883.7812	91.57121
472.00555	61.469707	876.21075	91.22509
443.61237	57.399265	867.3369	90.82255
420.6985	55.236137	857.82	90.48284
403.9368	53.92509	848.3771	90.269806
392.54892	54.014107	839.583	90.1487
384.24127	53.61199	831.8198	90.17797
377.573	52.78717	825.26483	90.36338
371.4642	52.00225	819.928	90.65395
364.2395	51.67601	815.671	90.92944
354.96002	50.022034	812.27	91.352036
345.2675	49.07933	809.46063	91.757
335.16473	47.473705	806.98224	92.0692
325.7047	45.409298	804.60156	92.2572
318.2525	43.698563	802.137	92.38914
312.99466	42.087807	799.46313	92.37436
309.10608	41.467674	796.5081	92.29073
305.79327	41.0975	793.2544	92.05367
301.7145	41.299587	789.72144	91.733505
295.66928	40.02212	785.954	91.3506
288.83896	38.25943	782.0129	90.880264
281.64246	38.372032	777.96216	90.40063
275.33554	38.306305	773.85614	89.88241
270.301	37.53058	769.74524	89.35059
266.91705	37.30694	765.65906	88.788414
263.89236	36.999104	761.6095	88.28587
261.16107	36.430332	757.5969	87.805786
257.78912	35.78477	753.61597	87.310394
253.82013	35.32164	749.6522	86.852875
249.09566	34.77103	745.6904	86.39065
243.77365	34.06109	741.7214	85.97766
238.8173	32.846134	737.74133	85.56995
233.8957	31.934578	733.74866	85.187675
